id,unit_id,order_index,title,objetivo,default_lessons
1,1,1,Gêneros textuais (noções),"Compreender, analisar e aplicar os conceitos relacionados a gêneros textuais (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
2,1,2,Estratégias de leitura,"Compreender, analisar e aplicar os conceitos relacionados a estratégias de leitura, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
3,1,3,Coesão e coerência,"Compreender, analisar e aplicar os conceitos relacionados a coesão e coerência, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
4,1,4,Intertextualidade (noções),"Compreender, analisar e aplicar os conceitos relacionados a intertextualidade (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
5,1,5,Inferência e intenção comunicativa,"Compreender, analisar e aplicar os conceitos relacionados a inferência e intenção comunicativa, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
6,2,1,Classes de palavras (revisão),"Compreender, analisar e aplicar os conceitos relacionados a classes de palavras (revisão), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
7,2,2,Sintaxe: termos essenciais,"Compreender, analisar e aplicar os conceitos relacionados a sintaxe: termos essenciais, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
8,2,3,Concordância (noções),"Compreender, analisar e aplicar os conceitos relacionados a concordância (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
9,2,4,Regência e crase (noções),"Compreender, analisar e aplicar os conceitos relacionados a regência e crase (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
10,2,5,Pontuação,"Compreender, analisar e aplicar os conceitos relacionados a pontuação, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
11,3,1,Resumo e resenha,"Compreender, analisar e aplicar os conceitos relacionados a resumo e resenha, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
12,3,2,Artigo de opinião,"Compreender, analisar e aplicar os conceitos relacionados a artigo de opinião, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
13,3,3,Relato e crônica,"Compreender, analisar e aplicar os conceitos relacionados a relato e crônica, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
14,3,4,Projeto de texto e reescrita,"Compreender, analisar e aplicar os conceitos relacionados a projeto de texto e reescrita, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
15,3,5,Norma padrão (revisão),"Compreender, analisar e aplicar os conceitos relacionados a norma padrão (revisão), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
16,4,1,Variação linguística,"Compreender, analisar e aplicar os conceitos relacionados a variação linguística, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
17,4,2,Preconceito linguístico,"Compreender, analisar e aplicar os conceitos relacionados a preconceito linguístico, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
18,4,3,Semântica (noções),"Compreender, analisar e aplicar os conceitos relacionados a semântica (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
19,4,4,Figuras de linguagem (noções),"Compreender, analisar e aplicar os conceitos relacionados a figuras de linguagem (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
20,5,1,Leitura de textos multimodais,"Compreender, analisar e aplicar os conceitos relacionados a leitura de textos multimodais, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
21,5,2,Interpretação de gráficos e charges,"Compreender, analisar e aplicar os conceitos relacionados a interpretação de gráficos e charges, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
22,5,3,Questões de gramática contextualizada,"Compreender, analisar e aplicar os conceitos relacionados a questões de gramática contextualizada, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
23,5,4,Simulados e análise de erros,"Compreender, analisar e aplicar os conceitos relacionados a simulados e análise de erros, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
24,6,1,O que é literatura?,"Compreender, analisar e aplicar os conceitos relacionados a o que é literatura?, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
25,6,2,Trovadorismo (noções),"Compreender, analisar e aplicar os conceitos relacionados a trovadorismo (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
26,6,3,Humanismo (noções),"Compreender, analisar e aplicar os conceitos relacionados a humanismo (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
27,6,4,Classicismo (noções),"Compreender, analisar e aplicar os conceitos relacionados a classicismo (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
28,6,5,Barroco (noções),"Compreender, analisar e aplicar os conceitos relacionados a barroco (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
29,7,1,Arcadismo,"Compreender, analisar e aplicar os conceitos relacionados a arcadismo, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
30,7,2,Romantismo,"Compreender, analisar e aplicar os conceitos relacionados a romantismo, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
31,7,3,Realismo/Naturalismo,"Compreender, analisar e aplicar os conceitos relacionados a realismo/naturalismo, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
32,7,4,Parnasianismo/Simbolismo,"Compreender, analisar e aplicar os conceitos relacionados a parnasianismo/simbolismo, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
33,8,1,Pré-Modernismo,"Compreender, analisar e aplicar os conceitos relacionados a pré-modernismo, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
34,8,2,"Modernismo (1ª,2ª,3ª fases)","Compreender, analisar e aplicar os conceitos relacionados a modernismo (1ª,2ª,3ª fases), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
35,8,3,Literatura contemporânea (noções),"Compreender, analisar e aplicar os conceitos relacionados a literatura contemporânea (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
36,8,4,Literatura e sociedade (leituras),"Compreender, analisar e aplicar os conceitos relacionados a literatura e sociedade (leituras), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
37,9,1,Competências da redação (ENEM),"Compreender, analisar e aplicar os conceitos relacionados a competências da redação (enem), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
38,9,2,Estrutura dissertativo-argumentativa,"Compreender, analisar e aplicar os conceitos relacionados a estrutura dissertativo-argumentativa, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
39,9,3,"Tese, argumentos e conclusão","Compreender, analisar e aplicar os conceitos relacionados a tese, argumentos e conclusão, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
40,9,4,Coesão e repertório,"Compreender, analisar e aplicar os conceitos relacionados a coesão e repertório, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
41,10,1,Repertório sociocultural,"Compreender, analisar e aplicar os conceitos relacionados a repertório sociocultural, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
42,10,2,Estratégias argumentativas,"Compreender, analisar e aplicar os conceitos relacionados a estratégias argumentativas, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
43,10,3,Proposta de intervenção,"Compreender, analisar e aplicar os conceitos relacionados a proposta de intervenção, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
44,10,4,Revisão e reescrita,"Compreender, analisar e aplicar os conceitos relacionados a revisão e reescrita, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
45,11,1,Temas semanais,"Compreender, analisar e aplicar os conceitos relacionados a temas semanais, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
46,11,2,Correção por critérios,"Compreender, analisar e aplicar os conceitos relacionados a correção por critérios, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
47,11,3,Banco de conectivos,"Compreender, analisar e aplicar os conceitos relacionados a banco de conectivos, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
48,11,4,Simulados e gestão de tempo,"Compreender, analisar e aplicar os conceitos relacionados a simulados e gestão de tempo, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
49,12,1,Skimming e scanning,"Compreender, analisar e aplicar os conceitos relacionados a skimming e scanning, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
50,12,2,Cognatos e falsos cognatos,"Compreender, analisar e aplicar os conceitos relacionados a cognatos e falsos cognatos, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
51,12,3,Context clues,"Compreender, analisar e aplicar os conceitos relacionados a context clues, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
52,12,4,"Gêneros (anúncio, notícia, e-mail)","Compreender, analisar e aplicar os conceitos relacionados a gêneros (anúncio, notícia, e-mail), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
53,13,1,Simple past/present review (uso em leitura),"Compreender, analisar e aplicar os conceitos relacionados a simple past/present review (uso em leitura), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
54,13,2,Modal verbs (noções),"Compreender, analisar e aplicar os conceitos relacionados a modal verbs (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
55,13,3,Pronomes e conectores,"Compreender, analisar e aplicar os conceitos relacionados a pronomes e conectores, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
56,13,4,Temas culturais e mídia,"Compreender, analisar e aplicar os conceitos relacionados a temas culturais e mídia, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
57,14,1,Interpretação de textos,"Compreender, analisar e aplicar os conceitos relacionados a interpretação de textos, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
58,14,2,Vocabulário por temas,"Compreender, analisar e aplicar os conceitos relacionados a vocabulário por temas, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
59,14,3,Estratégias de prova,"Compreender, analisar e aplicar os conceitos relacionados a estratégias de prova, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
60,14,4,Projetos (podcast/apresentação),"Compreender, analisar e aplicar os conceitos relacionados a projetos (podcast/apresentação), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
61,15,1,"Elementos visuais (linha, cor, forma)","Compreender, analisar e aplicar os conceitos relacionados a elementos visuais (linha, cor, forma), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
62,15,2,História da arte (panorama),"Compreender, analisar e aplicar os conceitos relacionados a história da arte (panorama), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
63,15,3,Leitura de imagem,"Compreender, analisar e aplicar os conceitos relacionados a leitura de imagem, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
64,15,4,Produção artística,"Compreender, analisar e aplicar os conceitos relacionados a produção artística, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
65,16,1,Elementos musicais (noções),"Compreender, analisar e aplicar os conceitos relacionados a elementos musicais (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
66,16,2,Ritmo e composição (prática),"Compreender, analisar e aplicar os conceitos relacionados a ritmo e composição (prática), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
67,16,3,Teatro: corpo e cena,"Compreender, analisar e aplicar os conceitos relacionados a teatro: corpo e cena, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
68,16,4,Produções coletivas,"Compreender, analisar e aplicar os conceitos relacionados a produções coletivas, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
69,17,1,Cinema: linguagem audiovisual,"Compreender, analisar e aplicar os conceitos relacionados a cinema: linguagem audiovisual, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
70,17,2,Fotografia e composição,"Compreender, analisar e aplicar os conceitos relacionados a fotografia e composição, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
71,17,3,Arte e identidade,"Compreender, analisar e aplicar os conceitos relacionados a arte e identidade, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
72,17,4,Projeto final (mostra cultural),"Compreender, analisar e aplicar os conceitos relacionados a projeto final (mostra cultural), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
73,18,1,Capacidades físicas,"Compreender, analisar e aplicar os conceitos relacionados a capacidades físicas, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
74,18,2,Treinamento básico (noções),"Compreender, analisar e aplicar os conceitos relacionados a treinamento básico (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
75,18,3,Esportes coletivos (fundamentos),"Compreender, analisar e aplicar os conceitos relacionados a esportes coletivos (fundamentos), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
76,18,4,Hábitos saudáveis,"Compreender, analisar e aplicar os conceitos relacionados a hábitos saudáveis, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
77,19,1,Danças e manifestações culturais,"Compreender, analisar e aplicar os conceitos relacionados a danças e manifestações culturais, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
78,19,2,Jogos e brincadeiras,"Compreender, analisar e aplicar os conceitos relacionados a jogos e brincadeiras, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
79,19,3,Lazer e qualidade de vida,"Compreender, analisar e aplicar os conceitos relacionados a lazer e qualidade de vida, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
80,19,4,Esportes alternativos,"Compreender, analisar e aplicar os conceitos relacionados a esportes alternativos, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
81,20,1,Projeto esportivo,"Compreender, analisar e aplicar os conceitos relacionados a projeto esportivo, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
82,20,2,Avaliação física (noções),"Compreender, analisar e aplicar os conceitos relacionados a avaliação física (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
83,20,3,Planejamento de treino (noções),"Compreender, analisar e aplicar os conceitos relacionados a planejamento de treino (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
84,20,4,Organização de eventos esportivos,"Compreender, analisar e aplicar os conceitos relacionados a organização de eventos esportivos, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
85,21,1,Conjuntos numéricos e operações,"Compreender, analisar e aplicar os conceitos relacionados a conjuntos numéricos e operações, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
86,21,2,Potenciação e radiciação,"Compreender, analisar e aplicar os conceitos relacionados a potenciação e radiciação, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
87,21,3,Produtos notáveis e fatoração,"Compreender, analisar e aplicar os conceitos relacionados a produtos notáveis e fatoração, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
88,21,4,Equações e inequações do 1º grau,"Compreender, analisar e aplicar os conceitos relacionados a equações e inequações do 1º grau, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
89,21,5,Função afim: conceito e gráficos,"Compreender, analisar e aplicar os conceitos relacionados a função afim: conceito e gráficos, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
90,21,6,Função quadrática: conceito e gráficos,"Compreender, analisar e aplicar os conceitos relacionados a função quadrática: conceito e gráficos, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
91,21,7,Sistemas lineares (2x2) e problemas,"Compreender, analisar e aplicar os conceitos relacionados a sistemas lineares (2x2) e problemas, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
92,21,8,Progressões aritméticas (PA),"Compreender, analisar e aplicar os conceitos relacionados a progressões aritméticas (pa), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
93,21,9,Progressões geométricas (PG),"Compreender, analisar e aplicar os conceitos relacionados a progressões geométricas (pg), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
94,22,1,"Ângulos, polígonos e circunferência","Compreender, analisar e aplicar os conceitos relacionados a ângulos, polígonos e circunferência, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
95,22,2,Semelhança de triângulos,"Compreender, analisar e aplicar os conceitos relacionados a semelhança de triângulos, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
96,22,3,Teorema de Pitágoras e aplicações,"Compreender, analisar e aplicar os conceitos relacionados a teorema de pitágoras e aplicações, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
97,22,4,Áreas e perímetros (plano),"Compreender, analisar e aplicar os conceitos relacionados a áreas e perímetros (plano), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
98,22,5,Geometria espacial: prismas e pirâmides,"Compreender, analisar e aplicar os conceitos relacionados a geometria espacial: prismas e pirâmides, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
99,22,6,"Cilindro, cone e esfera (noções)","Compreender, analisar e aplicar os conceitos relacionados a cilindro, cone e esfera (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
100,22,7,Trigonometria no triângulo retângulo,"Compreender, analisar e aplicar os conceitos relacionados a trigonometria no triângulo retângulo, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
101,23,1,Leitura e interpretação de gráficos,"Compreender, analisar e aplicar os conceitos relacionados a leitura e interpretação de gráficos, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
102,23,2,Medidas de tendência central,"Compreender, analisar e aplicar os conceitos relacionados a medidas de tendência central, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
103,23,3,Medidas de dispersão (noções),"Compreender, analisar e aplicar os conceitos relacionados a medidas de dispersão (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
104,23,4,Princípios de contagem,"Compreender, analisar e aplicar os conceitos relacionados a princípios de contagem, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
105,23,5,Probabilidade básica,"Compreender, analisar e aplicar os conceitos relacionados a probabilidade básica, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
106,24,1,Função exponencial,"Compreender, analisar e aplicar os conceitos relacionados a função exponencial, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
107,24,2,Função logarítmica,"Compreender, analisar e aplicar os conceitos relacionados a função logarítmica, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
108,24,3,Equações e inequações exponenciais,"Compreender, analisar e aplicar os conceitos relacionados a equações e inequações exponenciais, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
109,24,4,Equações e inequações logarítmicas,"Compreender, analisar e aplicar os conceitos relacionados a equações e inequações logarítmicas, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
110,24,5,Funções composta e inversa,"Compreender, analisar e aplicar os conceitos relacionados a funções composta e inversa, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
111,24,6,Modelagem com funções (crescimento/decrescimento),"Compreender, analisar e aplicar os conceitos relacionados a modelagem com funções (crescimento/decrescimento), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
112,25,1,Plano cartesiano e distância,"Compreender, analisar e aplicar os conceitos relacionados a plano cartesiano e distância, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
113,25,2,Ponto médio e divisão de segmentos,"Compreender, analisar e aplicar os conceitos relacionados a ponto médio e divisão de segmentos, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
114,25,3,Equação da reta,"Compreender, analisar e aplicar os conceitos relacionados a equação da reta, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
115,25,4,Paralelismo e perpendicularismo,"Compreender, analisar e aplicar os conceitos relacionados a paralelismo e perpendicularismo, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
116,25,5,Circunferência (equação),"Compreender, analisar e aplicar os conceitos relacionados a circunferência (equação), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
117,25,6,Problemas geométricos no plano,"Compreender, analisar e aplicar os conceitos relacionados a problemas geométricos no plano, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
118,26,1,Razões trigonométricas,"Compreender, analisar e aplicar os conceitos relacionados a razões trigonométricas, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
119,26,2,Ciclo trigonométrico (noções),"Compreender, analisar e aplicar os conceitos relacionados a ciclo trigonométrico (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
120,26,3,"Funções seno, cosseno e tangente","Compreender, analisar e aplicar os conceitos relacionados a funções seno, cosseno e tangente, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
121,26,4,Identidades básicas,"Compreender, analisar e aplicar os conceitos relacionados a identidades básicas, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
122,26,5,Resolução de triângulos (lei dos senos e cossenos),"Compreender, analisar e aplicar os conceitos relacionados a resolução de triângulos (lei dos senos e cossenos), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
123,27,1,"Arranjos, combinações e permutações","Compreender, analisar e aplicar os conceitos relacionados a arranjos, combinações e permutações, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
