id,unit_id,order_index,title,objetivo,default_lessons
124,27,2,Binômio de Newton (noções),"Compreender, analisar e aplicar os conceitos relacionados a binômio de newton (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
125,27,3,Probabilidade condicionada,"Compreender, analisar e aplicar os conceitos relacionados a probabilidade condicionada, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
126,27,4,Eventos independentes,"Compreender, analisar e aplicar os conceitos relacionados a eventos independentes, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
127,27,5,Distribuições simples (noções),"Compreender, analisar e aplicar os conceitos relacionados a distribuições simples (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
128,28,1,"Volumes: prismas, pirâmides, cilindro, cone, esfera","Compreender, analisar e aplicar os conceitos relacionados a volumes: prismas, pirâmides, cilindro, cone, esfera, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
129,28,2,Seções e planificações (noções),"Compreender, analisar e aplicar os conceitos relacionados a seções e planificações (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
130,28,3,Geometria de posição (reta/plano),"Compreender, analisar e aplicar os conceitos relacionados a geometria de posição (reta/plano), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
131,28,4,Poliedros e relações (Euler) (noções),"Compreender, analisar e aplicar os conceitos relacionados a poliedros e relações (euler) (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
132,29,1,"Problemas integrados (funções, geometria, estatística)","Compreender, analisar e aplicar os conceitos relacionados a problemas integrados (funções, geometria, estatística), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
133,29,2,Estratégias ENEM: leitura de enunciados,"Compreender, analisar e aplicar os conceitos relacionados a estratégias enem: leitura de enunciados, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
134,29,3,Listas de exercícios por tema,"Compreender, analisar e aplicar os conceitos relacionados a listas de exercícios por tema, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
135,29,4,Simulados e análise de erros,"Compreender, analisar e aplicar os conceitos relacionados a simulados e análise de erros, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
136,30,1,Grandezas e unidades,"Compreender, analisar e aplicar os conceitos relacionados a grandezas e unidades, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
137,30,2,Movimento uniforme (MU),"Compreender, analisar e aplicar os conceitos relacionados a movimento uniforme (mu), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
138,30,3,Movimento uniformemente variado (MUV),"Compreender, analisar e aplicar os conceitos relacionados a movimento uniformemente variado (muv), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
139,30,4,Queda livre e lançamento vertical,"Compreender, analisar e aplicar os conceitos relacionados a queda livre e lançamento vertical, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
140,30,5,Lançamento oblíquo (noções),"Compreender, analisar e aplicar os conceitos relacionados a lançamento oblíquo (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
141,30,6,Gráficos do movimento,"Compreender, analisar e aplicar os conceitos relacionados a gráficos do movimento, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
142,31,1,Leis de Newton,"Compreender, analisar e aplicar os conceitos relacionados a leis de newton, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
143,31,2,"Forças (peso, normal, atrito, tração)","Compreender, analisar e aplicar os conceitos relacionados a forças (peso, normal, atrito, tração), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
144,31,3,Plano inclinado,"Compreender, analisar e aplicar os conceitos relacionados a plano inclinado, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
145,31,4,Trabalho e potência,"Compreender, analisar e aplicar os conceitos relacionados a trabalho e potência, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
146,31,5,Energia cinética e potencial,"Compreender, analisar e aplicar os conceitos relacionados a energia cinética e potencial, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
147,31,6,Conservação de energia,"Compreender, analisar e aplicar os conceitos relacionados a conservação de energia, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
148,32,1,Gravitação universal (noções),"Compreender, analisar e aplicar os conceitos relacionados a gravitação universal (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
149,32,2,Pressão (noções),"Compreender, analisar e aplicar os conceitos relacionados a pressão (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
150,32,3,Equilíbrio de forças,"Compreender, analisar e aplicar os conceitos relacionados a equilíbrio de forças, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
151,32,4,Torque e alavancas (noções),"Compreender, analisar e aplicar os conceitos relacionados a torque e alavancas (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
152,33,1,Temperatura e escalas,"Compreender, analisar e aplicar os conceitos relacionados a temperatura e escalas, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
153,33,2,Dilatação térmica,"Compreender, analisar e aplicar os conceitos relacionados a dilatação térmica, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
154,33,3,Calorimetria,"Compreender, analisar e aplicar os conceitos relacionados a calorimetria, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
155,33,4,Mudanças de estado,"Compreender, analisar e aplicar os conceitos relacionados a mudanças de estado, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
156,33,5,Gases e equação de estado,"Compreender, analisar e aplicar os conceitos relacionados a gases e equação de estado, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
157,33,6,Máquinas térmicas (noções),"Compreender, analisar e aplicar os conceitos relacionados a máquinas térmicas (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
158,34,1,Ondas: características,"Compreender, analisar e aplicar os conceitos relacionados a ondas: características, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
159,34,2,Som: frequência e intensidade,"Compreender, analisar e aplicar os conceitos relacionados a som: frequência e intensidade, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
160,34,3,Fenômenos ondulatórios,"Compreender, analisar e aplicar os conceitos relacionados a fenômenos ondulatórios, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
161,34,4,Óptica geométrica: reflexão,"Compreender, analisar e aplicar os conceitos relacionados a óptica geométrica: reflexão, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
162,34,5,Refração e lentes,"Compreender, analisar e aplicar os conceitos relacionados a refração e lentes, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
163,34,6,Instrumentos ópticos (noções),"Compreender, analisar e aplicar os conceitos relacionados a instrumentos ópticos (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
164,35,1,Densidade e pressão,"Compreender, analisar e aplicar os conceitos relacionados a densidade e pressão, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
165,35,2,Princípio de Pascal,"Compreender, analisar e aplicar os conceitos relacionados a princípio de pascal, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
166,35,3,Empuxo (Arquimedes),"Compreender, analisar e aplicar os conceitos relacionados a empuxo (arquimedes), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
167,35,4,Escoamento (noções),"Compreender, analisar e aplicar os conceitos relacionados a escoamento (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
168,36,1,Carga elétrica e eletrização,"Compreender, analisar e aplicar os conceitos relacionados a carga elétrica e eletrização, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
169,36,2,Lei de Coulomb,"Compreender, analisar e aplicar os conceitos relacionados a lei de coulomb, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
170,36,3,Campo e potencial elétrico,"Compreender, analisar e aplicar os conceitos relacionados a campo e potencial elétrico, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
171,36,4,Capacitores (noções),"Compreender, analisar e aplicar os conceitos relacionados a capacitores (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
172,37,1,"Corrente, tensão e resistência","Compreender, analisar e aplicar os conceitos relacionados a corrente, tensão e resistência, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
173,37,2,Leis de Ohm,"Compreender, analisar e aplicar os conceitos relacionados a leis de ohm, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
174,37,3,Associação de resistores,"Compreender, analisar e aplicar os conceitos relacionados a associação de resistores, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
175,37,4,Potência elétrica e consumo,"Compreender, analisar e aplicar os conceitos relacionados a potência elétrica e consumo, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
176,37,5,Circuitos elétricos simples,"Compreender, analisar e aplicar os conceitos relacionados a circuitos elétricos simples, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
177,38,1,Campo magnético,"Compreender, analisar e aplicar os conceitos relacionados a campo magnético, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
178,38,2,Força magnética (noções),"Compreender, analisar e aplicar os conceitos relacionados a força magnética (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
179,38,3,Indução eletromagnética (noções),"Compreender, analisar e aplicar os conceitos relacionados a indução eletromagnética (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
180,38,4,Radiações e espectro,"Compreender, analisar e aplicar os conceitos relacionados a radiações e espectro, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
181,38,5,Relatividade e quântica (panorama ENEM),"Compreender, analisar e aplicar os conceitos relacionados a relatividade e quântica (panorama enem), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
182,39,1,"Matéria, corpo e substância","Compreender, analisar e aplicar os conceitos relacionados a matéria, corpo e substância, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
183,39,2,Misturas e separação,"Compreender, analisar e aplicar os conceitos relacionados a misturas e separação, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
184,39,3,Estados físicos e mudanças,"Compreender, analisar e aplicar os conceitos relacionados a estados físicos e mudanças, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
185,39,4,Propriedades da matéria,"Compreender, analisar e aplicar os conceitos relacionados a propriedades da matéria, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
186,39,5,Modelos atômicos (história e ideia),"Compreender, analisar e aplicar os conceitos relacionados a modelos atômicos (história e ideia), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
187,39,6,Tabela periódica (organização),"Compreender, analisar e aplicar os conceitos relacionados a tabela periódica (organização), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
188,40,1,Ligação iônica,"Compreender, analisar e aplicar os conceitos relacionados a ligação iônica, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
189,40,2,Ligação covalente,"Compreender, analisar e aplicar os conceitos relacionados a ligação covalente, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
190,40,3,Ligação metálica,"Compreender, analisar e aplicar os conceitos relacionados a ligação metálica, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
191,40,4,Geometria molecular (noções),"Compreender, analisar e aplicar os conceitos relacionados a geometria molecular (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
192,40,5,Polaridade e forças intermoleculares,"Compreender, analisar e aplicar os conceitos relacionados a polaridade e forças intermoleculares, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
193,40,6,Propriedades dos materiais,"Compreender, analisar e aplicar os conceitos relacionados a propriedades dos materiais, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
194,41,1,Mol e constante de Avogadro,"Compreender, analisar e aplicar os conceitos relacionados a mol e constante de avogadro, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
195,41,2,Massa molar,"Compreender, analisar e aplicar os conceitos relacionados a massa molar, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
196,41,3,Estequiometria básica,"Compreender, analisar e aplicar os conceitos relacionados a estequiometria básica, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
197,41,4,Rendimento e pureza (noções),"Compreender, analisar e aplicar os conceitos relacionados a rendimento e pureza (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
198,41,5,Soluções: concentração comum e molaridade,"Compreender, analisar e aplicar os conceitos relacionados a soluções: concentração comum e molaridade, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
199,41,6,Diluição e mistura de soluções (noções),"Compreender, analisar e aplicar os conceitos relacionados a diluição e mistura de soluções (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
200,42,1,Termoquímica,"Compreender, analisar e aplicar os conceitos relacionados a termoquímica, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
201,42,2,Cinética química,"Compreender, analisar e aplicar os conceitos relacionados a cinética química, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
202,42,3,Equilíbrio químico,"Compreender, analisar e aplicar os conceitos relacionados a equilíbrio químico, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
203,42,4,pH e pOH (noções),"Compreender, analisar e aplicar os conceitos relacionados a ph e poh (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
204,42,5,Eletroquímica: pilhas,"Compreender, analisar e aplicar os conceitos relacionados a eletroquímica: pilhas, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
205,42,6,Eletrólise (noções),"Compreender, analisar e aplicar os conceitos relacionados a eletrólise (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
206,43,1,Funções inorgânicas: ácidos,"Compreender, analisar e aplicar os conceitos relacionados a funções inorgânicas: ácidos, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
207,43,2,Bases,"Compreender, analisar e aplicar os conceitos relacionados a bases, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
208,43,3,Sais e óxidos,"Compreender, analisar e aplicar os conceitos relacionados a sais e óxidos, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
209,43,4,Nomenclatura e propriedades,"Compreender, analisar e aplicar os conceitos relacionados a nomenclatura e propriedades, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
210,43,5,Reações inorgânicas (noções),"Compreender, analisar e aplicar os conceitos relacionados a reações inorgânicas (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
211,43,6,"Química ambiental (chuva ácida, poluição)","Compreender, analisar e aplicar os conceitos relacionados a química ambiental (chuva ácida, poluição), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
212,44,1,Cadeias carbônicas,"Compreender, analisar e aplicar os conceitos relacionados a cadeias carbônicas, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
213,44,2,Hidrocarbonetos,"Compreender, analisar e aplicar os conceitos relacionados a hidrocarbonetos, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
214,44,3,Nomenclatura IUPAC,"Compreender, analisar e aplicar os conceitos relacionados a nomenclatura iupac, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
215,44,4,Funções orgânicas,"Compreender, analisar e aplicar os conceitos relacionados a funções orgânicas, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
216,44,5,Isomeria,"Compreender, analisar e aplicar os conceitos relacionados a isomeria, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
217,44,6,Reações orgânicas (noções),"Compreender, analisar e aplicar os conceitos relacionados a reações orgânicas (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
218,44,7,Polímeros e aplicações,"Compreender, analisar e aplicar os conceitos relacionados a polímeros e aplicações, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
219,44,8,Química dos combustíveis,"Compreender, analisar e aplicar os conceitos relacionados a química dos combustíveis, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
220,45,1,Resolução de questões contextualizadas,"Compreender, analisar e aplicar os conceitos relacionados a resolução de questões contextualizadas, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
221,45,2,"Química e cotidiano (alimentos, medicamentos)","Compreender, analisar e aplicar os conceitos relacionados a química e cotidiano (alimentos, medicamentos), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
222,45,3,Experimentos simples e segurança,"Compreender, analisar e aplicar os conceitos relacionados a experimentos simples e segurança, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
223,45,4,Simulados e análise de erros,"Compreender, analisar e aplicar os conceitos relacionados a simulados e análise de erros, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
224,46,1,"Água, sais, carboidratos, lipídios, proteínas","Compreender, analisar e aplicar os conceitos relacionados a água, sais, carboidratos, lipídios, proteínas, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
225,46,2,Organelas e funções,"Compreender, analisar e aplicar os conceitos relacionados a organelas e funções, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
226,46,3,Membrana e transporte,"Compreender, analisar e aplicar os conceitos relacionados a membrana e transporte, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
227,46,4,Metabolismo celular (noções),"Compreender, analisar e aplicar os conceitos relacionados a metabolismo celular (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
228,46,5,Divisão celular (mitose e meiose),"Compreender, analisar e aplicar os conceitos relacionados a divisão celular (mitose e meiose), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
229,47,1,"DNA, RNA e síntese proteica (noções)","Compreender, analisar e aplicar os conceitos relacionados a dna, rna e síntese proteica (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
230,47,2,Herança mendeliana,"Compreender, analisar e aplicar os conceitos relacionados a herança mendeliana, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
231,47,3,Probabilidade em genética,"Compreender, analisar e aplicar os conceitos relacionados a probabilidade em genética, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
232,47,4,Grupos sanguíneos (noções),"Compreender, analisar e aplicar os conceitos relacionados a grupos sanguíneos (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
233,47,5,Genética e sociedade (bioética),"Compreender, analisar e aplicar os conceitos relacionados a genética e sociedade (bioética), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
234,48,1,Conceitos de ecologia,"Compreender, analisar e aplicar os conceitos relacionados a conceitos de ecologia, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
235,48,2,Cadeias e teias alimentares,"Compreender, analisar e aplicar os conceitos relacionados a cadeias e teias alimentares, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
236,48,3,Ciclos biogeoquímicos (noções),"Compreender, analisar e aplicar os conceitos relacionados a ciclos biogeoquímicos (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
237,48,4,Relações ecológicas,"Compreender, analisar e aplicar os conceitos relacionados a relações ecológicas, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
238,48,5,Impactos ambientais e conservação,"Compreender, analisar e aplicar os conceitos relacionados a impactos ambientais e conservação, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
239,49,1,Classificação vegetal (noções),"Compreender, analisar e aplicar os conceitos relacionados a classificação vegetal (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
240,49,2,Tecidos vegetais,"Compreender, analisar e aplicar os conceitos relacionados a tecidos vegetais, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
241,49,3,Transporte de seiva,"Compreender, analisar e aplicar os conceitos relacionados a transporte de seiva, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
242,49,4,Fotossíntese e respiração vegetal,"Compreender, analisar e aplicar os conceitos relacionados a fotossíntese e respiração vegetal, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
243,49,5,Reprodução vegetal,"Compreender, analisar e aplicar os conceitos relacionados a reprodução vegetal, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
244,50,1,Invertebrados (panorama),"Compreender, analisar e aplicar os conceitos relacionados a invertebrados (panorama), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
245,50,2,Vertebrados (panorama),"Compreender, analisar e aplicar os conceitos relacionados a vertebrados (panorama), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
246,50,3,Evolução e adaptação,"Compreender, analisar e aplicar os conceitos relacionados a evolução e adaptação, desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
247,50,4,Filogenia (noções),"Compreender, analisar e aplicar os conceitos relacionados a filogenia (noções), desenvolvendo interpretação, pensamento crítico e capacidade de aplicação em diferentes contextos de aprendizagem.",1
